ticket_id,product,category,issue_description,resolution_notes,ticket_created_date,clean_text,sentiment,topic
3172,E-commerce Store,Bug Report,The application crashes whenever I try to upload a file.,Provided step-by-step troubleshooting instructions and issue resolved.,2022-12-05,application crashes whenever try upload file provided stepbystep troubleshooting instructions issue resolved,neutral,52
3173,Analytics Dashboard,Security Concern,Two-factor authentication codes are not being delivered to my phone.,Data synchronization restored after backend service restart.,2023-02-13,twofactor authentication codes delivered phone data synchronization restored backend service restart,neutral,16
3174,Subscription Service,Data Sync Issue,I am unable to access my account after entering the correct credentials.,Provided step-by-step troubleshooting instructions and issue resolved.,2022-06-26,unable access account entering correct credentials provided stepbystep troubleshooting instructions issue resolved,negative,70
3175,Billing System,Payment Problem,The payment was deducted from my bank account but the transaction shows failed.,Security settings updated and customer notified of precautionary measures.,2024-10-15,payment deducted bank account transaction shows failed security settings updated customer notified precautionary measures,negative,71
3176,Billing System,Security Concern,I would like to request a refund for the recent charge.,Data synchronization restored after backend service restart.,2024-03-10,would like request refund recent charge data synchronization restored backend service restart,neutral,21
3177,Subscription Service,Performance Issue,Two-factor authentication codes are not being delivered to my phone.,The duplicate charge was reversed and refund processed within 3-5 business days.,2023-01-26,twofactor authentication codes delivered phone duplicate charge reversed refund processed within 35 business days,neutral,17
3178,Subscription Service,Security Concern,I am experiencing very slow performance while using the dashboard.,Data synchronization restored after backend service restart.,2024-09-23,experiencing slow performance using dashboard data synchronization restored backend service restart,negative,12
3179,Subscription Service,Bug Report,The system is not syncing data across devices properly.,Subscription status corrected and confirmation email sent to customer.,2022-07-08,system syncing data across devices properly subscription status corrected confirmation email sent customer,neutral,48
3180,Mobile App,Bug Report,The payment was deducted from my bank account but the transaction shows failed.,Subscription status corrected and confirmation email sent to customer.,2024-11-13,payment deducted bank account transaction shows failed subscription status corrected confirmation email sent customer,negative,76
3181,API Service,Data Sync Issue,There seems to be a discrepancy in my billing statement for this month.,Provided step-by-step troubleshooting instructions and issue resolved.,2023-05-17,seems discrepancy billing statement month provided stepbystep troubleshooting instructions issue resolved,neutral,6
3182,Subscription Service,Performance Issue,There seems to be a discrepancy in my billing statement for this month.,Bug logged internally and workaround shared with the customer.,2022-11-01,seems discrepancy billing statement month bug logged internally workaround shared customer,neutral,0
3183,Web Portal,Security Concern,I would like to request a refund for the recent charge.,Subscription status corrected and confirmation email sent to customer.,2022-04-07,would like request refund recent charge subscription status corrected confirmation email sent customer,neutral,92
3184,Subscription Service,Subscription Cancellation,The system is not syncing data across devices properly.,Security settings updated and customer notified of precautionary measures.,2024-08-03,system syncing data across devices properly security settings updated customer notified precautionary measures,neutral,36
3185,Billing System,Payment Problem,I am unable to access my account after entering the correct credentials.,Payment gateway timeout issue fixed and monitoring implemented.,2023-01-14,unable access account entering correct credentials payment gateway timeout issue fixed monitoring implemented,negative,82
3186,Web Portal,Account Suspension,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,2022-02-23,found bug latest update affecting report generation data synchronization restored backend service restart,positive,30
3187,Mobile App,Refund Request,I am unable to access my account after entering the correct credentials.,We have reset the account credentials and advised the customer to retry login.,2024-12-07,unable access account entering correct credentials reset account credentials advised customer retry login,negative,99
3188,Payment Gateway,Performance Issue,I am unable to access my account after entering the correct credentials.,Explained billing breakdown and clarified applicable charges.,2022-07-29,unable access account entering correct credentials explained billing breakdown clarified applicable charges,negative,45
3189,Web Portal,Subscription Cancellation,Two-factor authentication codes are not being delivered to my phone.,Payment gateway timeout issue fixed and monitoring implemented.,2023-10-11,twofactor authentication codes delivered phone payment gateway timeout issue fixed monitoring implemented,neutral,62
3190,Web Portal,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,The issue was escalated to engineering and resolved in the latest patch.,2024-02-27,payment deducted bank account transaction shows failed issue escalated engineering resolved latest patch,negative,89
3191,Analytics Dashboard,Account Suspension,I am experiencing very slow performance while using the dashboard.,We have reset the account credentials and advised the customer to retry login.,2022-09-09,experiencing slow performance using dashboard reset account credentials advised customer retry login,negative,81
3192,Subscription Service,Feature Request,Two-factor authentication codes are not being delivered to my phone.,Subscription status corrected and confirmation email sent to customer.,2023-03-27,twofactor authentication codes delivered phone subscription status corrected confirmation email sent customer,neutral,83
3193,CRM Platform,Subscription Cancellation,The system is not syncing data across devices properly.,Security settings updated and customer notified of precautionary measures.,2022-11-09,system syncing data across devices properly security settings updated customer notified precautionary measures,neutral,36
3194,Subscription Service,Data Sync Issue,I am experiencing very slow performance while using the dashboard.,Data synchronization restored after backend service restart.,2024-02-01,experiencing slow performance using dashboard data synchronization restored backend service restart,negative,12
3195,Subscription Service,Feature Request,I found a bug in the latest update affecting report generation.,Subscription status corrected and confirmation email sent to customer.,2024-06-03,found bug latest update affecting report generation subscription status corrected confirmation email sent customer,positive,33
3196,E-commerce Store,Login Issue,I would like to request a refund for the recent charge.,Security settings updated and customer notified of precautionary measures.,2023-12-26,would like request refund recent charge security settings updated customer notified precautionary measures,neutral,84
3197,Subscription Service,Performance Issue,Two-factor authentication codes are not being delivered to my phone.,The issue was escalated to engineering and resolved in the latest patch.,2022-04-19,twofactor authentication codes delivered phone issue escalated engineering resolved latest patch,neutral,9
3198,Analytics Dashboard,Payment Problem,I found a bug in the latest update affecting report generation.,We have reset the account credentials and advised the customer to retry login.,2024-04-03,found bug latest update affecting report generation reset account credentials advised customer retry login,positive,35
3199,Web Portal,Payment Problem,The system is not syncing data across devices properly.,The issue was escalated to engineering and resolved in the latest patch.,2024-11-04,system syncing data across devices properly issue escalated engineering resolved latest patch,neutral,67
3200,Cloud Storage,Account Suspension,My subscription was cancelled without my request and I need clarification.,Explained billing breakdown and clarified applicable charges.,2022-09-28,subscription cancelled without request need clarification explained billing breakdown clarified applicable charges,neutral,65
3201,API Service,Bug Report,I would like to request a refund for the recent charge.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-04-13,would like request refund recent charge duplicate charge reversed refund processed within 35 business days,neutral,19
3202,CRM Platform,Security Concern,I am experiencing very slow performance while using the dashboard.,Security settings updated and customer notified of precautionary measures.,2024-01-01,experiencing slow performance using dashboard security settings updated customer notified precautionary measures,negative,73
3203,Payment Gateway,Subscription Cancellation,My subscription was cancelled without my request and I need clarification.,Payment gateway timeout issue fixed and monitoring implemented.,2022-10-24,subscription cancelled without request need clarification payment gateway timeout issue fixed monitoring implemented,neutral,75
3204,E-commerce Store,Login Issue,The system is not syncing data across devices properly.,Explained billing breakdown and clarified applicable charges.,2022-11-25,system syncing data across devices properly explained billing breakdown clarified applicable charges,neutral,38
3205,Subscription Service,Feature Request,Two-factor authentication codes are not being delivered to my phone.,Bug logged internally and workaround shared with the customer.,2023-11-30,twofactor authentication codes delivered phone bug logged internally workaround shared customer,neutral,1
3206,E-commerce Store,Data Sync Issue,I am experiencing very slow performance while using the dashboard.,Payment gateway timeout issue fixed and monitoring implemented.,2023-06-05,experiencing slow performance using dashboard payment gateway timeout issue fixed monitoring implemented,negative,54
3207,Billing System,Account Suspension,Two-factor authentication codes are not being delivered to my phone.,Explained billing breakdown and clarified applicable charges.,2023-06-30,twofactor authentication codes delivered phone explained billing breakdown clarified applicable charges,neutral,57
3208,E-commerce Store,Payment Problem,I found a bug in the latest update affecting report generation.,The issue was escalated to engineering and resolved in the latest patch.,2023-01-29,found bug latest update affecting report generation issue escalated engineering resolved latest patch,positive,46
3209,Mobile App,Security Concern,I would like to request a refund for the recent charge.,The issue was escalated to engineering and resolved in the latest patch.,2024-03-12,would like request refund recent charge issue escalated engineering resolved latest patch,neutral,26
3210,Web Portal,Account Suspension,I am experiencing very slow performance while using the dashboard.,Payment gateway timeout issue fixed and monitoring implemented.,2022-10-02,experiencing slow performance using dashboard payment gateway timeout issue fixed monitoring implemented,negative,54
3211,Billing System,Login Issue,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,2022-06-15,found bug latest update affecting report generation data synchronization restored backend service restart,positive,30
3212,Billing System,Bug Report,I would like to request a refund for the recent charge.,Subscription status corrected and confirmation email sent to customer.,2023-01-25,would like request refund recent charge subscription status corrected confirmation email sent customer,neutral,92
3213,Billing System,Payment Problem,I am unable to access my account after entering the correct credentials.,Payment gateway timeout issue fixed and monitoring implemented.,2023-07-27,unable access account entering correct credentials payment gateway timeout issue fixed monitoring implemented,negative,82
3214,Billing System,Security Concern,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,2022-09-23,found bug latest update affecting report generation data synchronization restored backend service restart,positive,30
3215,CRM Platform,Security Concern,The system is not syncing data across devices properly.,Data synchronization restored after backend service restart.,2024-07-06,system syncing data across devices properly data synchronization restored backend service restart,neutral,60
3216,E-commerce Store,Subscription Cancellation,I found a bug in the latest update affecting report generation.,The duplicate charge was reversed and refund processed within 3-5 business days.,2024-01-16,found bug latest update affecting report generation duplicate charge reversed refund processed within 35 business days,positive,2
3217,E-commerce Store,Login Issue,Two-factor authentication codes are not being delivered to my phone.,Bug logged internally and workaround shared with the customer.,2023-02-22,twofactor authentication codes delivered phone bug logged internally workaround shared customer,neutral,1
3218,Payment Gateway,Refund Request,I am unable to access my account after entering the correct credentials.,The issue was escalated to engineering and resolved in the latest patch.,2022-08-13,unable access account entering correct credentials issue escalated engineering resolved latest patch,negative,69
3219,Payment Gateway,Security Concern,There seems to be a discrepancy in my billing statement for this month.,Explained billing breakdown and clarified applicable charges.,2024-01-11,seems discrepancy billing statement month explained billing breakdown clarified applicable charges,neutral,61
3220,CRM Platform,Refund Request,The application crashes whenever I try to upload a file.,Security settings updated and customer notified of precautionary measures.,2023-08-14,application crashes whenever try upload file security settings updated customer notified precautionary measures,neutral,37
3221,Subscription Service,Performance Issue,I would like to request a refund for the recent charge.,Data synchronization restored after backend service restart.,2024-04-22,would like request refund recent charge data synchronization restored backend service restart,neutral,21
3222,Payment Gateway,Login Issue,I would like to request a refund for the recent charge.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-03-24,would like request refund recent charge duplicate charge reversed refund processed within 35 business days,neutral,19
3223,E-commerce Store,Bug Report,My subscription was cancelled without my request and I need clarification.,Payment gateway timeout issue fixed and monitoring implemented.,2022-12-21,subscription cancelled without request need clarification payment gateway timeout issue fixed monitoring implemented,neutral,75
3224,Web Portal,Account Suspension,I would like to request a refund for the recent charge.,Data synchronization restored after backend service restart.,2022-12-27,would like request refund recent charge data synchronization restored backend service restart,neutral,21
3225,Cloud Storage,Feature Request,I am experiencing very slow performance while using the dashboard.,The duplicate charge was reversed and refund processed within 3-5 business days.,2024-10-21,experiencing slow performance using dashboard duplicate charge reversed refund processed within 35 business days,negative,15
3226,Payment Gateway,Data Sync Issue,The payment was deducted from my bank account but the transaction shows failed.,Subscription status corrected and confirmation email sent to customer.,2024-01-26,payment deducted bank account transaction shows failed subscription status corrected confirmation email sent customer,negative,76
3227,Mobile App,Subscription Cancellation,My subscription was cancelled without my request and I need clarification.,We have reset the account credentials and advised the customer to retry login.,2022-08-20,subscription cancelled without request need clarification reset account credentials advised customer retry login,neutral,95
3228,Analytics Dashboard,Performance Issue,There seems to be a discrepancy in my billing statement for this month.,Subscription status corrected and confirmation email sent to customer.,2024-08-22,seems discrepancy billing statement month subscription status corrected confirmation email sent customer,neutral,88
3229,Billing System,Security Concern,The application crashes whenever I try to upload a file.,Payment gateway timeout issue fixed and monitoring implemented.,2022-05-18,application crashes whenever try upload file payment gateway timeout issue fixed monitoring implemented,neutral,44
3230,CRM Platform,Bug Report,My subscription was cancelled without my request and I need clarification.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-03-13,subscription cancelled without request need clarification duplicate charge reversed refund processed within 35 business days,neutral,20
3231,E-commerce Store,Bug Report,The system is not syncing data across devices properly.,Explained billing breakdown and clarified applicable charges.,2023-11-06,system syncing data across devices properly explained billing breakdown clarified applicable charges,neutral,38
3232,Analytics Dashboard,Login Issue,The application crashes whenever I try to upload a file.,The issue was escalated to engineering and resolved in the latest patch.,2023-10-21,application crashes whenever try upload file issue escalated engineering resolved latest patch,neutral,51
3233,Cloud Storage,Refund Request,There seems to be a discrepancy in my billing statement for this month.,Explained billing breakdown and clarified applicable charges.,2023-09-21,seems discrepancy billing statement month explained billing breakdown clarified applicable charges,neutral,61
3234,API Service,Bug Report,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,2024-03-29,payment deducted bank account transaction shows failed payment gateway timeout issue fixed monitoring implemented,negative,87
3235,Billing System,Account Suspension,My subscription was cancelled without my request and I need clarification.,The duplicate charge was reversed and refund processed within 3-5 business days.,2024-12-23,subscription cancelled without request need clarification duplicate charge reversed refund processed within 35 business days,neutral,20
3236,Payment Gateway,Bug Report,The system is not syncing data across devices properly.,The duplicate charge was reversed and refund processed within 3-5 business days.,2023-10-19,system syncing data across devices properly duplicate charge reversed refund processed within 35 business days,neutral,8
3237,Analytics Dashboard,Data Sync Issue,There seems to be a discrepancy in my billing statement for this month.,Provided step-by-step troubleshooting instructions and issue resolved.,2023-10-06,seems discrepancy billing statement month provided stepbystep troubleshooting instructions issue resolved,neutral,6
3238,Analytics Dashboard,Feature Request,My subscription was cancelled without my request and I need clarification.,Payment gateway timeout issue fixed and monitoring implemented.,2022-01-20,subscription cancelled without request need clarification payment gateway timeout issue fixed monitoring implemented,neutral,75
3239,Cloud Storage,Data Sync Issue,The application crashes whenever I try to upload a file.,Provided step-by-step troubleshooting instructions and issue resolved.,2022-12-13,application crashes whenever try upload file provided stepbystep troubleshooting instructions issue resolved,neutral,52
3240,Payment Gateway,Data Sync Issue,I would like to request a refund for the recent charge.,Payment gateway timeout issue fixed and monitoring implemented.,2024-08-28,would like request refund recent charge payment gateway timeout issue fixed monitoring implemented,neutral,74
3241,Billing System,Account Suspension,I am unable to access my account after entering the correct credentials.,We have reset the account credentials and advised the customer to retry login.,2022-12-18,unable access account entering correct credentials reset account credentials advised customer retry login,negative,99
3242,CRM Platform,Refund Request,My subscription was cancelled without my request and I need clarification.,Security settings updated and customer notified of precautionary measures.,2023-02-26,subscription cancelled without request need clarification security settings updated customer notified precautionary measures,neutral,85
3243,Payment Gateway,Security Concern,I am unable to access my account after entering the correct credentials.,Security settings updated and customer notified of precautionary measures.,2023-04-24,unable access account entering correct credentials security settings updated customer notified precautionary measures,negative,72
3244,Billing System,Refund Request,I am experiencing very slow performance while using the dashboard.,Subscription status corrected and confirmation email sent to customer.,2022-10-14,experiencing slow performance using dashboard subscription status corrected confirmation email sent customer,negative,79
3245,E-commerce Store,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,Explained billing breakdown and clarified applicable charges.,2024-09-03,payment deducted bank account transaction shows failed explained billing breakdown clarified applicable charges,negative,41
3246,Web Portal,Data Sync Issue,The payment was deducted from my bank account but the transaction shows failed.,Bug logged internally and workaround shared with the customer.,2024-07-06,payment deducted bank account transaction shows failed bug logged internally workaround shared customer,negative,97
3247,CRM Platform,Feature Request,The application crashes whenever I try to upload a file.,Payment gateway timeout issue fixed and monitoring implemented.,2022-07-24,application crashes whenever try upload file payment gateway timeout issue fixed monitoring implemented,neutral,44
3248,Payment Gateway,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,We have reset the account credentials and advised the customer to retry login.,2023-09-20,payment deducted bank account transaction shows failed reset account credentials advised customer retry login,negative,98
3249,CRM Platform,Security Concern,The payment was deducted from my bank account but the transaction shows failed.,Subscription status corrected and confirmation email sent to customer.,2023-03-03,payment deducted bank account transaction shows failed subscription status corrected confirmation email sent customer,negative,76
3250,Payment Gateway,Login Issue,I found a bug in the latest update affecting report generation.,Explained billing breakdown and clarified applicable charges.,2022-07-24,found bug latest update affecting report generation explained billing breakdown clarified applicable charges,positive,28
3251,Subscription Service,Data Sync Issue,There seems to be a discrepancy in my billing statement for this month.,The issue was escalated to engineering and resolved in the latest patch.,2022-07-22,seems discrepancy billing statement month issue escalated engineering resolved latest patch,neutral,7
3252,Billing System,Performance Issue,I found a bug in the latest update affecting report generation.,Subscription status corrected and confirmation email sent to customer.,2022-09-01,found bug latest update affecting report generation subscription status corrected confirmation email sent customer,positive,33
3253,CRM Platform,Refund Request,I am unable to access my account after entering the correct credentials.,Bug logged internally and workaround shared with the customer.,2023-02-08,unable access account entering correct credentials bug logged internally workaround shared customer,negative,96
3254,Payment Gateway,Refund Request,The application crashes whenever I try to upload a file.,We have reset the account credentials and advised the customer to retry login.,2024-04-04,application crashes whenever try upload file reset account credentials advised customer retry login,neutral,49
3255,Billing System,Subscription Cancellation,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,2024-06-23,found bug latest update affecting report generation data synchronization restored backend service restart,positive,30
3256,Web Portal,Payment Problem,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,2023-09-22,found bug latest update affecting report generation data synchronization restored backend service restart,positive,30
3257,E-commerce Store,Feature Request,Two-factor authentication codes are not being delivered to my phone.,Explained billing breakdown and clarified applicable charges.,2024-12-19,twofactor authentication codes delivered phone explained billing breakdown clarified applicable charges,neutral,57
3258,Web Portal,Account Suspension,I am experiencing very slow performance while using the dashboard.,Explained billing breakdown and clarified applicable charges.,2022-03-12,experiencing slow performance using dashboard explained billing breakdown clarified applicable charges,negative,53
3259,API Service,Account Suspension,The system is not syncing data across devices properly.,Payment gateway timeout issue fixed and monitoring implemented.,2022-02-18,system syncing data across devices properly payment gateway timeout issue fixed monitoring implemented,neutral,63
3260,Payment Gateway,Performance Issue,My subscription was cancelled without my request and I need clarification.,Security settings updated and customer notified of precautionary measures.,2024-10-10,subscription cancelled without request need clarification security settings updated customer notified precautionary measures,neutral,85
3261,API Service,Refund Request,I am experiencing very slow performance while using the dashboard.,The issue was escalated to engineering and resolved in the latest patch.,2022-11-22,experiencing slow performance using dashboard issue escalated engineering resolved latest patch,negative,13
3262,Cloud Storage,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,Provided step-by-step troubleshooting instructions and issue resolved.,2022-10-10,payment deducted bank account transaction shows failed provided stepbystep troubleshooting instructions issue resolved,negative,90
3263,Cloud Storage,Feature Request,My subscription was cancelled without my request and I need clarification.,Payment gateway timeout issue fixed and monitoring implemented.,2023-11-03,subscription cancelled without request need clarification payment gateway timeout issue fixed monitoring implemented,neutral,75
3264,Mobile App,Performance Issue,Two-factor authentication codes are not being delivered to my phone.,Provided step-by-step troubleshooting instructions and issue resolved.,2022-08-25,twofactor authentication codes delivered phone provided stepbystep troubleshooting instructions issue resolved,neutral,10
3265,API Service,Refund Request,The system is not syncing data across devices properly.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-12-22,system syncing data across devices properly duplicate charge reversed refund processed within 35 business days,neutral,8
3266,Web Portal,Feature Request,I found a bug in the latest update affecting report generation.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-03-16,found bug latest update affecting report generation duplicate charge reversed refund processed within 35 business days,positive,2
3267,Mobile App,Payment Problem,I am unable to access my account after entering the correct credentials.,The duplicate charge was reversed and refund processed within 3-5 business days.,2024-12-31,unable access account entering correct credentials duplicate charge reversed refund processed within 35 business days,negative,11
3268,API Service,Performance Issue,I found a bug in the latest update affecting report generation.,Payment gateway timeout issue fixed and monitoring implemented.,2023-05-06,found bug latest update affecting report generation payment gateway timeout issue fixed monitoring implemented,positive,39
3269,Payment Gateway,Performance Issue,The application crashes whenever I try to upload a file.,Bug logged internally and workaround shared with the customer.,2024-09-15,application crashes whenever try upload file bug logged internally workaround shared customer,neutral,50
3270,CRM Platform,Subscription Cancellation,I am experiencing very slow performance while using the dashboard.,Security settings updated and customer notified of precautionary measures.,2022-05-20,experiencing slow performance using dashboard security settings updated customer notified precautionary measures,negative,73
3271,E-commerce Store,Subscription Cancellation,Two-factor authentication codes are not being delivered to my phone.,We have reset the account credentials and advised the customer to retry login.,2023-02-08,twofactor authentication codes delivered phone reset account credentials advised customer retry login,neutral,86
3272,Analytics Dashboard,Login Issue,I am experiencing very slow performance while using the dashboard.,We have reset the account credentials and advised the customer to retry login.,2024-06-30,experiencing slow performance using dashboard reset account credentials advised customer retry login,negative,81
3273,Web Portal,Login Issue,The application crashes whenever I try to upload a file.,Subscription status corrected and confirmation email sent to customer.,2024-11-22,application crashes whenever try upload file subscription status corrected confirmation email sent customer,neutral,43
3274,API Service,Data Sync Issue,The application crashes whenever I try to upload a file.,Explained billing breakdown and clarified applicable charges.,2023-06-26,application crashes whenever try upload file explained billing breakdown clarified applicable charges,neutral,34
3275,Cloud Storage,Account Suspension,The system is not syncing data across devices properly.,Data synchronization restored after backend service restart.,2024-09-21,system syncing data across devices properly data synchronization restored backend service restart,neutral,60
3276,E-commerce Store,Login Issue,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,2022-03-26,found bug latest update affecting report generation data synchronization restored backend service restart,positive,30
3277,API Service,Feature Request,I am experiencing very slow performance while using the dashboard.,The duplicate charge was reversed and refund processed within 3-5 business days.,2023-01-05,experiencing slow performance using dashboard duplicate charge reversed refund processed within 35 business days,negative,15
3278,E-commerce Store,Payment Problem,The payment was deducted from my bank account but the transaction shows failed.,Explained billing breakdown and clarified applicable charges.,2024-06-20,payment deducted bank account transaction shows failed explained billing breakdown clarified applicable charges,negative,41
3279,Analytics Dashboard,Security Concern,My subscription was cancelled without my request and I need clarification.,Payment gateway timeout issue fixed and monitoring implemented.,2023-08-11,subscription cancelled without request need clarification payment gateway timeout issue fixed monitoring implemented,neutral,75
3280,Subscription Service,Login Issue,Two-factor authentication codes are not being delivered to my phone.,Subscription status corrected and confirmation email sent to customer.,2023-07-30,twofactor authentication codes delivered phone subscription status corrected confirmation email sent customer,neutral,83
3281,Payment Gateway,Data Sync Issue,I am experiencing very slow performance while using the dashboard.,Security settings updated and customer notified of precautionary measures.,2023-05-14,experiencing slow performance using dashboard security settings updated customer notified precautionary measures,negative,73
3282,E-commerce Store,Feature Request,There seems to be a discrepancy in my billing statement for this month.,Explained billing breakdown and clarified applicable charges.,2024-05-03,seems discrepancy billing statement month explained billing breakdown clarified applicable charges,neutral,61
3283,Web Portal,Feature Request,I found a bug in the latest update affecting report generation.,Security settings updated and customer notified of precautionary measures.,2023-10-14,found bug latest update affecting report generation security settings updated customer notified precautionary measures,positive,32
3284,API Service,Refund Request,I found a bug in the latest update affecting report generation.,We have reset the account credentials and advised the customer to retry login.,2022-03-27,found bug latest update affecting report generation reset account credentials advised customer retry login,positive,35
3285,Web Portal,Security Concern,Two-factor authentication codes are not being delivered to my phone.,We have reset the account credentials and advised the customer to retry login.,2024-01-09,twofactor authentication codes delivered phone reset account credentials advised customer retry login,neutral,86
3286,Payment Gateway,Login Issue,I would like to request a refund for the recent charge.,Payment gateway timeout issue fixed and monitoring implemented.,2023-03-05,would like request refund recent charge payment gateway timeout issue fixed monitoring implemented,neutral,74
3287,API Service,Payment Problem,I am unable to access my account after entering the correct credentials.,Security settings updated and customer notified of precautionary measures.,2023-11-27,unable access account entering correct credentials security settings updated customer notified precautionary measures,negative,72
3288,Mobile App,Data Sync Issue,I found a bug in the latest update affecting report generation.,Security settings updated and customer notified of precautionary measures.,2023-06-22,found bug latest update affecting report generation security settings updated customer notified precautionary measures,positive,32
3289,Subscription Service,Security Concern,The system is not syncing data across devices properly.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-08-14,system syncing data across devices properly duplicate charge reversed refund processed within 35 business days,neutral,8
3290,Billing System,Feature Request,The application crashes whenever I try to upload a file.,The issue was escalated to engineering and resolved in the latest patch.,2022-09-28,application crashes whenever try upload file issue escalated engineering resolved latest patch,neutral,51
3291,CRM Platform,Security Concern,My subscription was cancelled without my request and I need clarification.,Data synchronization restored after backend service restart.,2022-08-09,subscription cancelled without request need clarification data synchronization restored backend service restart,neutral,22
3292,E-commerce Store,Feature Request,The application crashes whenever I try to upload a file.,Security settings updated and customer notified of precautionary measures.,2024-02-18,application crashes whenever try upload file security settings updated customer notified precautionary measures,neutral,37
3293,Web Portal,Security Concern,The system is not syncing data across devices properly.,Provided step-by-step troubleshooting instructions and issue resolved.,2023-12-07,system syncing data across devices properly provided stepbystep troubleshooting instructions issue resolved,neutral,68
3294,Cloud Storage,Payment Problem,The payment was deducted from my bank account but the transaction shows failed.,Explained billing breakdown and clarified applicable charges.,2023-04-27,payment deducted bank account transaction shows failed explained billing breakdown clarified applicable charges,negative,41
3295,Cloud Storage,Account Suspension,The system is not syncing data across devices properly.,The issue was escalated to engineering and resolved in the latest patch.,2022-06-23,system syncing data across devices properly issue escalated engineering resolved latest patch,neutral,67
3296,API Service,Data Sync Issue,The application crashes whenever I try to upload a file.,The duplicate charge was reversed and refund processed within 3-5 business days.,2024-01-02,application crashes whenever try upload file duplicate charge reversed refund processed within 35 business days,neutral,5
3297,API Service,Data Sync Issue,I would like to request a refund for the recent charge.,Provided step-by-step troubleshooting instructions and issue resolved.,2022-02-14,would like request refund recent charge provided stepbystep troubleshooting instructions issue resolved,neutral,25
3298,Payment Gateway,Refund Request,My subscription was cancelled without my request and I need clarification.,Bug logged internally and workaround shared with the customer.,2024-12-04,subscription cancelled without request need clarification bug logged internally workaround shared customer,neutral,55
3299,Analytics Dashboard,Security Concern,The payment was deducted from my bank account but the transaction shows failed.,Bug logged internally and workaround shared with the customer.,2023-12-01,payment deducted bank account transaction shows failed bug logged internally workaround shared customer,negative,97
3300,CRM Platform,Subscription Cancellation,I would like to request a refund for the recent charge.,The duplicate charge was reversed and refund processed within 3-5 business days.,2024-07-25,would like request refund recent charge duplicate charge reversed refund processed within 35 business days,neutral,19
3301,API Service,Performance Issue,The system is not syncing data across devices properly.,Payment gateway timeout issue fixed and monitoring implemented.,2023-04-20,system syncing data across devices properly payment gateway timeout issue fixed monitoring implemented,neutral,63
3302,Billing System,Feature Request,The payment was deducted from my bank account but the transaction shows failed.,Subscription status corrected and confirmation email sent to customer.,2022-03-02,payment deducted bank account transaction shows failed subscription status corrected confirmation email sent customer,negative,76
3303,Web Portal,Security Concern,I found a bug in the latest update affecting report generation.,The issue was escalated to engineering and resolved in the latest patch.,2023-02-02,found bug latest update affecting report generation issue escalated engineering resolved latest patch,positive,46
3304,Payment Gateway,Subscription Cancellation,There seems to be a discrepancy in my billing statement for this month.,Bug logged internally and workaround shared with the customer.,2022-12-04,seems discrepancy billing statement month bug logged internally workaround shared customer,neutral,0
3305,Web Portal,Feature Request,The system is not syncing data across devices properly.,Security settings updated and customer notified of precautionary measures.,2023-03-06,system syncing data across devices properly security settings updated customer notified precautionary measures,neutral,36
3306,CRM Platform,Bug Report,The system is not syncing data across devices properly.,We have reset the account credentials and advised the customer to retry login.,2023-10-01,system syncing data across devices properly reset account credentials advised customer retry login,neutral,58
3307,E-commerce Store,Bug Report,My subscription was cancelled without my request and I need clarification.,Bug logged internally and workaround shared with the customer.,2024-12-21,subscription cancelled without request need clarification bug logged internally workaround shared customer,neutral,55
3308,API Service,Refund Request,I found a bug in the latest update affecting report generation.,Payment gateway timeout issue fixed and monitoring implemented.,2023-06-25,found bug latest update affecting report generation payment gateway timeout issue fixed monitoring implemented,positive,39
3309,Cloud Storage,Payment Problem,I am unable to access my account after entering the correct credentials.,Data synchronization restored after backend service restart.,2022-10-16,unable access account entering correct credentials data synchronization restored backend service restart,negative,27
3310,E-commerce Store,Payment Problem,I would like to request a refund for the recent charge.,Payment gateway timeout issue fixed and monitoring implemented.,2024-03-20,would like request refund recent charge payment gateway timeout issue fixed monitoring implemented,neutral,74
3311,CRM Platform,Data Sync Issue,There seems to be a discrepancy in my billing statement for this month.,Payment gateway timeout issue fixed and monitoring implemented.,2023-08-05,seems discrepancy billing statement month payment gateway timeout issue fixed monitoring implemented,neutral,66
3312,API Service,Feature Request,The application crashes whenever I try to upload a file.,Data synchronization restored after backend service restart.,2022-06-08,application crashes whenever try upload file data synchronization restored backend service restart,neutral,29
